881 2 2
6547 8 8
8998 0 0
527 7 7
5541 0 3
9186 4 4
4571 7 9
7097 7 9
2707 3 3
4967 4 4
171 5 7
7989 9 9
8061 0 2
9732 5 7
3868 1 1
2371 2 0
1470 7 7
4221 0 0
2086 7 9
2377 4 4
5809 1 1
9292 3 3
6639 1 1
6783 2 2
966 2 2
180 1 1
9734 4 2
121 1 1
2002 3 3
6277 9 9
5172 2 2
6880 7 7
2230 2 2
1556 1 1
397 2 2
6814 2 2
605 2 2
8731 5 5
3634 6 2
1761 0 0
507 2 2
381 1 1
1767 1 1
9434 2 2
8803 6 4
9626 6 0
164 1 1
8945 4 2
4380 2 2
635 4 4
279 1 1
5370 3 3
3365 4 2
4353 5 5
4788 9 9
2701 6 6
7376 9 9
3698 1 1
7179 3 3
8661 5 5
4474 3 3
177 6 0
8314 1 1
5908 9 7
8623 1 1
987 6 6
4143 8 8
8057 5 5
2074 8 8
3177 3 3
6576 5 5
9259 4 4
1963 7 7
7766 5 5
618 3 3
7997 9 9
7746 4 2
2729 3 3
9966 6 3
9729 0 0
4808 1 1
7844 5 5
6558 9 7
3996 9 7
4258 8 8
433 4 4
8920 2 2
8931 8 8
3859 4 4
5244 8 8
2528 6 0
5690 8 8
4671 0 0
9416 9 9
1142 5 5
9224 9 9
2600 3 3
2557 5 5
9762 9 9
8027 0 0
9242 1 1
534 5 5
4582 3 3
5687 4 2
5204 1 1
9040 0 0
7216 5 5
8426 7 7
3981 7 7
4677 4 2
1847 5 5
7440 8 8
5874 3 4
529 9 7
3935 9 7
7933 0 0
3490 9 9
4129 8 8
4591 3 3
9229 1 1
6878 9 9
7225 1 1
4027 3 3
3559 5 5
5613 8 8
5716 3 3
9259 4 6
2213 2 2
8548 6 2
1189 7 9
1494 9 9
5507 5 5
8882 5 5
6294 4 4
6041 5 5
7904 8 8
2944 3 3
2452 3 3
8069 4 3
7243 2 2
247 2 3
6616 7 7
8680 1 1
5700 8 8
8326 1 1
7821 0 3
8072 1 1
963 6 6
2472 7 7
7568 5 5
7817 4 4
9012 2 2
3486 5 5
1866 2 2
6135 9 9
3338 0 3
4459 3 3
375 6 6
5313 1 1
948 9 9
6962 0 3
7204 2 2
3157 2 2
7969 2 2
5529 7 7
4496 6 2
1685 5 5
9457 6 2
493 9 9
6122 8 8
148 8 8
7068 3 3
5998 0 0
2128 9 9
8623 1 1
6688 9 9
7030 7 7
6377 3 3
8966 0 0
6698 6 6
3074 1 1
3101 6 0
5664 7 7
751 8 8
4135 3 3
2693 5 5
2116 9 9
4296 5 5
4015 0 2
7991 6 0
2657 3 3
4364 0 0
6997 8 8
2343 0 0
1611 1 1
3091 8 8
3837 9 7
718 3 3
3757 1 1
8102 8 8
2570 3 3
6949 8 8
7778 4 2
9022 7 7
2318 9 9
2522 3 3
6289 4 4
4816 2 2
5685 2 2
2080 2 2
5821 6 6
8611 9 9
7136 7 9
6894 2 2
4667 5 5
9904 0 0
2329 7 7
9380 7 7
4594 3 3
3696 2 2
3868 1 1
3865 4 6
2202 9 9
325 2 2
8714 0 3
5854 8 8
1704 0 0
4135 3 3
8718 5 7
290 0 0
1759 0 3
6511 4 4
3769 1 1
584 3 3
5409 5 5
5108 0 6
3866 1 1
5631 2 2
469 8 8
1385 5 5
7733 2 2
8128 5 5
5234 2 2
4577 3 3
9522 7 7
5118 9 9
9129 8 8
7722 6 6
6248 1 1
2016 7 7
8033 6 3
4310 0 0
5994 5 7
3734 2 2
6514 6 4
170 9 9
7183 9 9
6535 5 5
1629 9 7
9778 3 3
4825 7 7
5462 3 3
6494 5 5
6081 9 9
6814 2 2
3346 5 5
3208 1 1
4475 6 3
7957 8 8
457 9 9
1090 6 6
3810 9 7
5575 3 3
3680 0 0
206 6 6
9090 1 1
3721 3 3
3343 9 9
7693 9 9
2788 7 9
1918 2 2
479 3 3
4973 7 7
4850 3 3
9712 9 9
2464 1 1
629 3 3
5361 8 8
6499 0 6
1363 5 5
4995 0 0
5199 6 6
70 7 7
5556 7 7
3945 2 2
9805 9 7
2293 2 6
8897 6 6
4908 8 8
6727 3 3
5938 9 9
9924 0 3
8305 8 8
5206 9 9
475 8 8
1424 8 8
9574 8 8
45 2 2
6027 7 7
5094 9 7
6428 8 8
6657 8 8
7922 5 7
3569 6 2
5902 7 7
1469 6 6
3662 7 7
8213 0 0
5593 0 0
2410 3 3
4139 5 5
8253 1 1
8677 5 5
6367 7 7
4259 9 9
8357 7 7
6600 1 1
8050 0 3
9366 1 1
4801 5 5
7721 8 8
2179 5 5
2924 2 2
8690 7 5
6851 3 3
8820 7 7
2384 4 4
4947 8 8
4850 3 3
470 3 3
4758 5 5
1800 6 6
6443 4 4
6508 0 0
1008 1 1
6649 8 8
8629 8 8
1130 7 7
224 0 0
9428 9 9
7922 5 5
1923 7 7
9589 4 4
9905 1 1
9408 6 6
6189 9 9
8834 8 8
2353 9 9
3268 0 6
9091 3 3
352 1 1
6507 6 3
7554 9 7
5909 4 2
6130 3 3
2503 9 9
7286 0 0
2091 9 9
559 0 0
9916 3 3
9676 6 3
4636 7 5
4112 8 8
5973 2 2
2761 0 3
2239 9 9
9901 8 8
2108 3 3
3331 7 7
8887 0 3
3956 5 6
943 6 3
2047 3 3
7177 2 2
5204 1 1
6772 1 1
5587 9 9
9714 2 2
9343 3 3
432 5 5
8945 4 4
2505 3 3
8078 4 4
7245 0 0
8353 1 1
1237 5 5
6999 4 6
7202 0 0
6350 4 4
940 2 2
8704 8 8
5633 1 1
6398 2 2
9940 4 6
5236 5 5
4268 3 3
9328 5 5
5983 8 8
893 3 3
5858 2 3
8248 0 0
4698 2 2
4071 8 8
1381 1 1
2386 1 1
442 0 0
2290 2 2
8728 5 5
2397 6 6
9104 3 3
2448 5 5
7204 2 2
4922 8 8
1934 3 3
5311 7 7
4852 0 0
4038 4 4
6215 1 1
8598 3 3
4576 7 7
2508 3 3
8524 1 1
7222 2 2
4635 3 3
1033 9 9
3101 6 0
6857 2 2
9152 9 9
7139 3 3
2208 6 6
8986 2 2
2754 0 0
8637 9 9
8997 3 2
123 0 3
6929 5 5
5624 6 6
9159 3 3
4295 1 1
6872 7 7
8093 7 7
2410 3 3
4165 3 3
788 1 1
5224 2 2
2417 8 8
2668 0 0
2121 3 3
854 0 0
6147 2 2
5556 7 7
2376 3 3
8800 5 5
732 2 2
6579 5 5
8778 3 3
6151 4 4
6810 3 3
5177 7 7
3893 6 4
6164 3 3
5441 6 0
308 3 3
1284 6 6
9122 2 2
8750 2 2
155 0 3
7226 5 5
1927 4 4
735 8 8
3241 0 0
2090 6 6
3794 0 0
9533 9 9
3036 6 0
4696 4 4
590 3 3
3899 3 3
6622 0 0
9869 7 7
8677 5 5
7946 4 2
4252 1 1
7023 2 2
6863 7 9
2981 6 2
3037 6 3
4903 0 0
4592 5 5
6187 5 5
5193 1 1
5644 5 5
8691 9 9
3874 9 9
2337 3 3
4849 9 9
4782 7 7
7361 3 3
1115 8 8
3319 7 7
9982 7 7
7133 8 8
8917 8 8
2827 9 9
2014 9 9
6815 5 5
4467 9 9
728 5 5
504 0 0
4734 1 1
3730 8 8
2186 9 9
7624 8 8
6922 0 3
8550 1 1
9728 1 1
3050 8 8
9428 9 9
210 7 9
6104 1 1
4525 9 9
1465 0 3
2839 8 8
9782 4 4
3519 7 7
8877 0 0
2052 1 1
6335 1 1
7941 7 7
8606 0 0
9182 1 3
9656 0 0
8425 3 3
9085 3 4
4181 8 8
5753 4 6
7205 5 5
743 0 0
1190 7 7
6438 5 5
5995 5 5
856 7 7
7363 1 1
4542 2 2
5003 6 6
2314 1 1
3141 7 5
3023 8 8
1649 0 0
6781 8 8
7755 4 4
5219 8 8
4332 8 8
718 3 3
7937 1 1
2678 4 4
3 7 7
4126 2 2
2396 5 5
4482 5 5
8888 9 9
4759 5 5
6633 3 4
7479 7 7
5557 1 1
9838 0 3
1267 9 9
1016 8 8
8850 9 7
8488 6 6
6938 7 7
7458 7 7
7878 9 9
8472 5 5
7824 4 4
8083 0 0
7733 2 0
6326 8 8
5158 8 8
5846 3 3
9192 6 0
7714 9 9
7209 3 3
5626 9 7
6562 0 0
6567 2 2
7798 3 3
1784 3 3
9978 2 2
7478 7 7
6394 7 7
8997 3 3
1331 6 6
7910 3 3
9581 5 5
1566 7 7
3148 7 7
6151 4 4
4333 1 1
5563 8 8
4439 1 1
6430 6 6
20 4 4
8862 3 3
3044 8 8
7280 1 1
959 3 3
3397 1 1
9425 1 1
5025 3 3
5688 0 0
5242 2 2
7946 4 2
7036 1 1
1187 1 1
1358 7 9
9565 3 3
7382 0 0
7335 5 5
3749 4 2
665 0 0
4532 1 1
6754 8 8
8917 8 8
8369 5 5
6123 3 3
2083 0 0
9414 9 9
2140 4 4
5363 7 7
8075 8 8
9986 5 5
483 6 4
7960 4 2
5060 9 7
7861 7 9
5656 1 1
7769 3 3
9350 9 9
4491 6 0
5041 3 3
2842 7 9
8344 0 0
246 2 2
1565 8 8
9523 6 6
7513 6 0
3011 7 7
3559 5 5
7713 1 1
2675 6 6
2366 5 5
8726 8 8
1297 5 5
2288 4 6
8966 0 0
7182 1 1
5472 6 6
9360 5 5
2396 5 5
4452 5 5
9166 0 0
4538 3 4
6377 3 3
5281 7 7
3941 8 8
7477 1 1
2817 4 6
5423 3 3
5434 8 8
4431 3 3
7838 9 9
7067 6 6
3431 7 6
8197 1 1
7026 3 3
1807 6 6
5364 8 8
4844 6 4
4477 2 2
4361 7 7
3410 1 1
9365 5 5
7794 9 7
9540 9 9
6393 2 2
6148 7 7
6486 8 8
1548 3 3
2255 0 0
908 6 0
348 6 6
7090 6 6
8468 8 8
6666 9 9
8021 8 8
8337 8 8
7662 9 9
6431 7 7
3063 6 6
5451 4 6
413 1 1
2565 1 1
5604 4 2
3153 3 3
2656 4 4
6129 0 0
1118 9 9
548 5 5
9694 3 4
2306 4 4
7761 9 9
353 4 6
9715 0 0
5098 6 8
237 0 0
2980 9 9
2029 8 8
858 5 5
5287 7 7
1047 0 0
5729 6 6
2198 5 5
2420 6 0
4853 3 0
3768 7 7
2922 6 2
786 6 6
6180 3 3
4426 3 8
935 8 8
5118 9 9
2947 3 3
4165 3 3
7114 1 1
3447 2 2
2687 0 0
7615 1 1
3831 8 8
5934 5 5
3245 9 9
7309 6 0
2287 5 5
6444 5 5
1761 0 0
371 8 8
1352 3 3
5584 7 7
9378 7 7
4025 1 1
7914 6 6
1871 4 2
5329 1 1
9790 8 8
192 5 5
8134 6 6
5314 9 9
7003 3 3
5375 1 1
5212 4 4
6141 7 7
323 0 0
2833 8 8
1812 9 9
9990 6 6
8216 8 8
2435 9 9
3916 4 6
459 6 6
4669 7 7
7345 3 3
6249 9 9
5949 7 9
2541 4 4
5124 3 3
6533 7 7
537 9 9
3990 3 3
4045 8 9
7621 9 9
3862 6 6
7660 5 5
3327 6 2
3595 3 3
6495 0 0
1236 0 0
5316 6 6
4899 6 2
2961 6 6
5861 4 2
387 3 3
1666 3 3
5734 3 0
763 8 8
8028 3 3
242 1 1
3117 3 3
7134 8 8
4885 9 9
434 9 9
2568 4 4
152 6 6
4188 0 0
4000 3 4
9658 5 5
815 5 5
2266 5 5
9640 6 6
5628 2 2
8205 8 8
3738 2 2
2521 5 5
3768 7 7
7188 3 3
4956 2 2
2476 9 9
9230 5 5
2612 3 3
183 7 7
8620 8 8
275 6 6
917 5 5
7861 7 7
7091 8 8
9320 2 2
3979 2 2
6160 7 7
2176 0 0
8565 5 5
1788 4 4
9015 1 1
9370 2 2
8073 0 0
905 1 1
4281 3 3
4780 3 4
4641 8 8
1504 1 1
7718 8 8
5574 8 8
726 0 6
4153 6 6
8122 2 2
2576 7 9
8347 5 5
4489 4 4
523 1 1
9707 2 2
2517 4 4
2967 9 9
1762 8 8
4135 3 3
1825 4 6
9228 8 8
7660 5 5
3233 6 6
7723 5 5
817 5 5
6914 0 0
2377 4 4
3474 8 8
9739 8 8
1035 5 5
6454 8 8
5414 0 0
2848 9 9
4218 3 3
5266 4 6
1011 5 5
4921 1 1
3105 3 3
3000 9 9
1159 7 7
7960 4 4
8092 2 2
5921 2 2
5300 7 7
6018 0 0
8243 4 3
4673 9 9
9002 8 8
9438 9 9
1376 3 3
3108 3 3
8740 2 2
5462 3 3
6071 5 5
6631 6 6
3569 6 2
9530 1 1
5455 4 4
9285 6 0
8118 4 3
9388 4 4
1796 6 0
8449 5 5
1295 6 6
4679 4 2
9382 0 0
2203 2 2
2809 2 2
3524 8 8
3266 2 2
3427 5 5
8822 5 5
9222 3 6
8270 1 1
2466 9 9
5189 6 6
4659 8 8
2476 9 9
1729 9 9
9397 1 1
6865 8 8
1511 5 5
6048 8 8
4385 6 4
4387 5 5
2708 4 4
6336 8 8
9730 1 1
5646 1 1
2596 3 3
6330 4 4
5180 2 2
6501 0 6
3154 7 7
7369 2 2
430 8 8
9942 7 7
4800 3 0
9246 7 7
1127 9 9
2027 9 9
2111 4 4
4410 2 2
1412 9 9
2838 5 5
7900 5 5
28 0 0
6698 6 6
8521 6 2
8690 7 7
3393 1 1
121 1 1
4782 7 7
9630 0 2
9086 9 9
3321 9 9
1881 6 0
798 1 1
373 5 5
1984 4 4
5386 3 3
1951 8 8
5066 4 6
1092 7 7
4058 1 1
1326 5 5
398 8 8
6181 8 8
9971 5 5
5704 8 8
6617 4 4
5299 2 2
6244 2 2
5622 8 8
4048 8 8
8702 2 2
8261 0 0
3915 8 8
5881 6 6
8923 8 8
7660 5 5
7831 6 2
2217 5 5
1371 8 8
9821 8 8
2087 6 3
3666 6 6
9775 5 5
2061 7 7
6135 9 9
7602 3 3
1027 4 6
6286 1 1
4103 6 6
7759 6 2
6580 4 6
