3933 4 2
7841 9 9
8097 9 9
1611 1 1
2834 6 6
6875 4 4
7713 1 1
577 9 9
3772 6 2
3924 0 0
6825 6 6
8443 0 0
4824 1 1
6150 1 1
6516 3 3
8402 4 3
2597 9 9
6231 5 5
2577 9 9
9632 5 5
3238 3 3
7493 4 4
7993 7 7
1890 3 3
2427 5 5
7607 6 0
1885 0 6
2469 3 3
8032 9 9
1059 1 1
7921 2 2
1936 1 1
3098 9 9
7283 8 8
1109 0 0
5398 1 1
2843 8 8
7026 3 3
6603 4 4
2328 0 0
4644 7 7
602 8 8
7655 9 9
7189 1 1
5882 5 5
8427 5 5
1418 0 0
6258 8 8
3326 8 8
562 2 2
7770 7 7
7913 1 1
3610 7 7
7909 3 3
5280 7 7
1202 5 7
5332 4 4
3510 6 6
7250 7 7
6073 3 3
9159 3 3
6505 1 1
215 3 3
8138 3 3
174 5 5
1267 9 9
8343 9 9
3321 9 9
3532 3 3
3300 3 3
2545 2 2
8086 3 4
8277 0 0
5601 8 8
1751 3 3
8795 8 8
5850 0 0
652 7 7
5854 8 8
3773 8 8
1734 5 5
9414 9 9
2933 6 6
5432 3 3
5634 4 2
9852 4 2
6227 3 3
3338 0 3
6060 5 5
6798 3 3
2400 1 1
554 5 5
6470 7 7
441 5 5
3421 0 2
9890 5 5
3199 2 2
3625 4 4
5622 8 8
6130 3 3
698 4 4
1543 5 7
2054 6 0
4477 2 2
2790 4 2
1113 0 0
3495 1 1
9637 7 7
4632 0 3
8590 8 8
1754 6 3
549 9 9
9527 7 7
4679 4 4
7899 4 2
1206 4 4
1311 5 5
6157 8 8
1319 0 0
4557 5 5
9778 3 3
2916 5 5
2427 5 5
9130 2 2
560 5 5
4019 6 2
2035 5 5
3382 5 5
3188 3 3
8476 9 9
4156 4 4
4202 4 4
8497 5 7
9389 0 0
5747 0 0
1568 5 5
5724 8 8
5850 0 0
2291 1 1
5927 6 2
857 8 8
2412 0 0
275 6 6
9293 0 0
563 5 5
7460 7 7
672 5 5
6776 8 8
8560 2 6
1203 2 2
1011 5 5
7589 9 9
7752 0 0
1092 7 7
8995 3 3
6546 8 8
6912 3 3
4102 0 0
3174 0 0
8823 3 3
9356 1 1
2809 2 2
2376 3 3
4841 3 3
4636 7 7
4565 2 2
5607 9 9
4857 7 9
4425 7 7
2841 3 3
501 2 2
5078 2 2
1073 1 1
3961 3 3
9567 8 8
9705 0 0
1386 9 9
4510 0 0
1224 8 8
1511 5 5
9984 1 1
3221 8 8
6177 2 2
4478 4 4
4705 5 5
208 8 8
1287 3 3
4464 3 3
1124 2 2
5987 3 3
9944 5 5
8656 5 7
3155 0 0
3338 0 3
7245 0 0
4054 1 1
5863 3 3
2216 3 3
5096 4 4
6575 4 2
8953 0 2
5762 8 4
3110 7 7
1408 0 0
4137 7 7
6250 1 1
9075 1 1
9075 1 1
1754 6 3
7906 2 2
8966 0 0
3128 7 7
8768 2 2
1875 1 1
1895 5 5
9744 6 6
5945 4 2
3780 1 1
7781 4 2
2171 4 4
7970 5 5
6061 6 4
2792 0 0
6204 6 2
7647 9 9
147 6 2
7427 4 3
1743 8 8
705 2 2
1273 2 2
2575 9 9
5171 1 1
4466 9 7
3526 1 1
6071 5 5
8526 4 4
2280 0 0
9337 2 2
3671 7 7
6369 9 9
567 6 2
7677 4 4
6179 9 9
7627 8 8
8817 7 7
281 2 2
6041 5 5
4335 4 4
4423 5 5
2660 5 5
1191 5 5
5656 1 1
1407 9 7
8394 5 7
3484 0 0
8914 6 4
8962 4 4
9293 0 0
9137 7 7
1643 7 7
3309 1 1
7163 6 0
6019 4 4
542 1 1
1323 1 1
1118 9 9
5485 4 6
3407 5 5
5722 7 7
2516 7 7
3262 9 9
7876 9 9
5230 3 3
7431 4 4
3034 5 5
7255 8 8
9985 6 3
1320 6 4
1455 3 3
7285 1 1
7239 0 0
384 5 5
799 9 9
9153 6 4
341 4 2
9104 3 3
6144 4 4
5506 2 2
8938 3 3
1381 1 1
9564 9 9
148 8 8
6823 8 8
7802 8 8
4190 4 2
8677 5 5
4489 4 4
9441 6 2
1407 9 7
4086 4 6
7549 2 2
9662 3 3
7065 2 2
9162 3 3
9628 5 7
1816 3 3
6194 3 3
6165 2 2
5243 2 6
1606 0 0
9290 2 6
9238 2 2
5367 6 6
7200 0 0
9642 8 8
3304 0 0
5004 6 2
8521 6 2
5968 1 1
4273 8 8
9722 1 1
8128 5 5
3389 1 1
7068 3 3
3120 9 9
6327 0 3
4338 0 0
9139 7 7
4557 5 5
4187 6 0
856 7 7
8528 1 1
6762 5 5
3405 1 1
7623 1 1
6099 4 2
6701 8 8
8785 1 1
1321 8 8
6457 0 0
7430 7 7
9656 0 0
1507 7 7
5419 6 4
8275 5 5
4682 3 3
3686 8 8
1215 1 1
9877 5 5
562 2 2
6439 8 8
3104 4 4
6705 1 1
1794 5 5
7429 5 5
1414 8 8
3167 9 7
2108 3 4
1100 2 2
566 7 7
595 6 2
5088 7 7
5303 6 4
7373 0 0
4910 4 4
